0.09433	13.73879	0.09429	11.96568	0.09449	12.27637	0.09371	13.44054	0.09421	14.40376
0.10444	13.83375	0.10435	12.22849	0.10428	12.51127	0.10459	13.83875	0.10455	14.74644
0.11415	13.93093	0.11448	12.43813	0.11435	12.76283	0.11437	14.20702	0.11433	15.09791
0.12437	14.03893	0.12446	12.68848	0.12449	13.00080	0.12437	14.62991	0.12437	15.43388
0.13384	14.16790	0.13415	12.90330	0.13423	13.24155	0.13449	14.98998	0.13356	15.77783
0.14396	14.28535	0.14358	13.13782	0.14430	13.49852	0.14424	15.18587	0.14363	16.14797
0.15443	14.42632	0.15400	13.31300	0.15431	13.73518	0.15428	15.62301	0.15438	16.48794
0.16427	14.50951	0.16348	13.51878	0.16417	14.04187	0.16461	15.88032	0.16456	16.86739
0.17430	14.68675	0.17487	13.71284	0.17450	14.25655	0.17390	16.28232	0.17441	17.16650
0.18427	14.76274	0.18369	13.94526	0.18386	14.47992	0.18433	16.47672	0.18450	17.51559
0.19443	14.84992	0.19480	14.10885	0.19391	14.75211	0.19418	16.87434	0.19449	17.84146
0.20419	14.95253	0.20378	14.24247	0.20439	14.99232	0.20355	17.28546	0.20456	18.17674
0.21439	15.06748	0.21485	14.48532	0.21440	15.23469	0.21448	17.40047	0.21456	18.51676
0.22374	15.22066	0.22405	14.68210	0.22438	15.49672	0.22450	17.74819	0.22359	18.80483
0.23455	15.29876	0.23350	14.86562	0.23495	15.67078	0.23387	18.04081	0.23371	19.11819
0.24426	15.44114	0.24507	15.00947	0.24383	15.80824	0.24421	18.10705	0.24440	19.35465
0.25494	15.58196	0.25451	15.18994	0.25423	15.98675	0.25422	18.62554	0.25412	19.59370
0.26479	15.67108	0.26420	15.23389	0.26435	16.12291	0.26425	18.50052	0.26441	19.70807
0.27455	15.83980	0.27427	15.32348	0.27445	16.22358	0.27401	18.77136	0.27434	19.82235
0.28390	15.92252	0.28438	15.43911	0.28510	16.24996	0.28428	18.94074	0.28442	19.94184
0.29394	15.99357	0.29439	15.49002	0.29421	16.24599	0.29434	18.78842	0.29451	19.96575
0.30425	16.08185	0.30445	15.46591	0.30451	16.24762	0.30446	18.63026	0.30471	19.88946
0.31426	16.15432	0.31440	15.40566	0.31444	16.18547	0.31366	18.84050	0.31506	19.82661
0.32467	16.27374	0.32440	15.36729	0.32452	16.06691	0.32448	18.43521	0.32442	19.64376
0.33472	16.32762	0.33431	15.24414	0.33456	15.90037	0.33454	18.34167	0.33441	19.38571
0.34453	16.40566	0.34426	15.15024	0.34513	15.73002	0.34414	18.10578	0.34448	19.11414
0.35371	16.46159	0.35442	14.98964	0.35436	15.50940	0.35421	18.02573	0.35455	18.81344
0.36434	16.53103	0.36395	14.79586	0.36421	15.25518	0.36422	17.36848	0.36428	18.47112
0.37483	16.56526	0.37383	14.66374	0.37459	15.05582	0.37433	17.33164	0.37442	18.09173
0.38463	16.56746	0.38363	14.38406	0.38476	14.78457	0.38387	16.59954	0.38493	17.72371
0.39484	16.57625	0.39461	14.18799	0.39432	14.47185	0.39435	16.28791	0.39460	17.30344
0.40448	16.54438	0.40428	13.98759	0.40433	14.23771	0.40451	16.23723	0.40410	16.92155
0.41423	16.54602	0.41455	13.76686	0.41417	13.92559	0.41465	15.52213	0.41432	16.55265
0.42518	16.47111	0.42440	13.53181	0.42422	13.65569	0.42436	15.45241	0.42464	16.18291
0.43393	16.59389	0.43437	13.30645	0.43437	13.43668	0.43437	14.87892	0.43449	15.80432
0.44474	16.53818	0.44415	13.08911	0.44382	13.14992	0.44433	14.55767	0.44426	15.42694
0.45447	16.44729	0.45441	12.86986	0.45444	12.86211	0.45472	14.19124	0.45459	15.12295
0.46425	16.44433	0.46449	12.65090	0.46429	12.55090	0.46447	13.90938	0.46439	14.77914
0.47456	16.35411	0.47447	12.41617	0.47473	12.33584	0.47439	13.61438	0.47445	14.43978
0.48413	16.37986	0.48436	12.22165	0.48435	12.09322	0.48432	13.28894	0.48427	14.15484
0.49437	16.34864	0.49423	11.99792	0.49459	11.86233	0.49449	13.08330	0.49442	13.86007
0.50426	16.20738	0.50437	11.78567	0.50420	11.64940	0.50453	12.73703	0.50452	13.58027
0.51415	16.16223	0.51445	11.57315	0.51430	11.38791	0.51445	12.52853	0.51454	13.31435
0.52425	16.04875	0.52432	11.38467	0.52499	11.17302	0.52416	12.18528	0.52439	13.03957
0.53422	15.92446	0.53442	11.24257	0.53440	10.89733	0.53407	11.94861	0.53478	12.80620
0.54431	15.81002	0.54399	11.01319	0.54407	10.74473	0.54439	11.75972	0.54432	12.56506
0.55377	15.67935	0.55425	10.82493	0.55445	10.61883	0.55443	11.55525	0.55506	12.36623
0.56402	15.52792	0.56466	10.66400	0.56426	10.42399	0.56412	11.37895	0.56508	12.08295
0.57515	15.41429	0.57360	10.57292	0.57495	10.19627	0.57436	11.20236	0.57512	11.92454
0.58444	15.25155	0.58417	10.39596	0.58435	10.09140	0.58434	11.03986	0.58509	11.80052
0.59437	15.12144	0.59414	10.35994	0.59409	9.94214	0.59525	10.87033	0.59491	11.84828
0.60435	14.96881	0.60458	10.13862	0.60436	9.80620	0.60437	10.73361	0.60402	11.61050
0.61428	14.85984	0.61452	10.02222	0.61437	9.68853	0.61424	10.60146	0.61442	11.42926
0.62417	14.68993	0.62477	9.93361	0.62333	9.55194	0.62437	10.48143	0.62481	11.36084
0.63493	14.54525	0.63502	9.83122	0.63433	9.45546	0.63477	10.39264	0.63408	11.22629
0.64402	14.41257	0.64371	9.73330	0.64437	9.35035	0.64458	10.29166	0.64469	11.07209
0.65435	14.23368	0.65485	9.64176	0.65500	9.28111	0.65449	10.18153	0.65439	10.71825
0.66447	14.14147	0.66407	9.61849	0.66451	9.24372	0.66441	10.08887	0.66456	10.69877
0.67422	14.03132	0.67409	9.51305	0.67506	9.11742	0.67451	10.03601	0.67442	10.56208
0.68441	13.90865	0.68441	9.42133	0.68432	8.99888	0.68436	9.95959	0.68435	10.51552
0.69385	13.82309	0.69451	9.39747	0.69443	8.99909	0.69443	9.89555	0.69439	10.46542
0.70359	13.75764	0.70463	9.35078	0.70451	8.94153	0.70509	9.84117	0.70447	10.35150
0.71354	13.60181	0.71459	9.28232	0.71433	8.88877	0.71441	9.76774	0.71440	10.23747
0.72437	13.48622	0.72439	9.24264	0.72458	8.78408	0.72450	9.65777	0.72420	10.20768
0.73429	13.41606	0.73439	9.14527	0.73439	8.72658	0.73444	9.59956	0.73506	10.15615
0.74434	13.31347	0.74432	9.08675	0.74432	8.63442	0.74440	9.56781	0.74481	10.03023
0.75449	13.24352	0.75461	9.08363	0.75440	8.59309	0.75416	9.55235	0.75440	10.06833
0.76451	13.10692	0.76524	9.02521	0.76434	8.59501	0.76427	9.49281	0.76441	10.00085
0.77461	13.02931	0.77487	8.99522	0.77428	8.52204	0.77450	9.44596	0.77433	9.91227
0.78426	12.97441	0.78423	8.96841	0.78403	8.50541	0.78468	9.39961	0.78459	9.83483
0.79513	12.83112	0.79419	8.91757	0.79439	8.45197	0.79453	9.32397	0.79450	9.78898
0.80421	12.81288	0.80450	8.88533	0.80447	8.35989	0.80444	9.26540	0.80458	9.77287
0.81370	12.66054	0.81406	8.80938	0.81454	8.31744	0.81475	9.22312	0.81404	9.70291
0.82463	12.62262	0.82449	8.75334	0.82436	8.27910	0.82450	9.18697	0.82463	9.59516
0.83445	12.54540	0.83419	8.72860	0.83447	8.22691	0.83469	9.14987	0.83448	9.62119
0.84446	12.47911	0.84451	8.71353	0.84439	8.21857	0.84467	9.08837	0.84456	9.60009
0.85444	12.34376	0.85386	8.61618	0.85479	8.26225	0.85424	9.07560	0.85424	9.59798
0.86443	12.31370	0.86483	8.68862	0.86429	8.22245	0.86378	9.13239	0.86406	9.57339
0.87438	12.20839	0.87441	8.63791	0.87443	8.17664	0.87438	9.07784	0.87458	9.59425
0.88507	12.23899	0.88442	8.65681	0.88431	8.16989	0.88478	9.07728	0.88448	9.56299
0.89479	12.17269	0.89448	8.64281	0.89446	8.18523	0.89445	9.06251	0.89468	9.59037
0.90369	12.12756	0.90344	8.64529	0.90432	8.18590	0.90485	9.09489	0.90468	9.60349
0.91430	12.09827	0.91418	8.67455	0.91423	8.19321	0.91449	9.18860	0.91410	9.62602
0.92458	12.07596	0.92429	8.66011	0.92433	8.23047	0.92441	9.18743	0.92382	9.62864
0.93446	11.99560	0.93442	8.71669	0.93441	8.23025	0.93420	9.19796	0.93464	9.69383
0.94451	11.95887	0.94428	8.72142	0.94438	8.26946	0.94434	9.26006	0.94450	9.74212
0.95445	11.94847	0.95429	8.77166	0.95470	8.33777	0.95380	9.37192	0.95444	9.80637
0.96456	11.96604	0.96477	8.82801	0.96436	8.34807	0.96440	9.41946	0.96436	9.86782
0.97453	11.92074	0.97426	8.83802	0.97445	8.42358	0.97492	9.38723	0.97408	9.97615
0.98433	11.92393	0.98430	8.90392	0.98437	8.45080	0.98453	9.47581	0.98488	10.02489
0.99434	11.92067	0.99441	8.95975	0.99469	8.48298	0.99433	9.54565	0.99483	10.08249
1.00451	11.90053	1.00442	8.95772	1.00469	8.53920	1.00450	9.62790	1.00468	10.14817
1.01430	11.93633	1.01479	8.98103	1.01421	8.60500	1.01425	9.68482	1.01460	10.15840
1.02449	11.94367	1.02438	9.11029	1.02436	8.61240	1.02433	9.72476	1.02460	10.34018
1.03465	11.88862	1.03461	9.10007	1.03448	8.68041	1.03488	9.79839	1.03443	10.40457
1.04489	11.90034	1.04442	9.08718	1.04413	8.73829	1.04460	9.84558	1.04446	10.43189
1.05454	11.88366	1.05438	9.16795	1.05448	8.82197	1.05412	9.94345	1.05452	10.51312
1.06450	11.91578	1.06420	9.27624	1.06456	8.88974	1.06463	10.02815	1.06467	10.67777
1.07456	11.90622	1.07503	9.26732	1.07443	9.00812	1.07455	10.22300	1.07354	10.82445
1.08449	11.88432	1.08461	9.41837	1.08475	9.11174	1.08466	10.39494	1.08398	10.97043
1.09432	11.93342	1.09441	9.44148	1.09440	9.27783	1.09429	10.58156	1.09432	11.20650
1.10406	11.90712	1.10441	9.64586	1.10436	9.47395	1.10445	10.76146	1.10448	11.47765
1.11422	11.93473	1.11468	9.73484	1.11403	9.62714	1.11452	11.03556	1.11383	11.84341
1.12440	11.96980	1.12495	9.94897	1.12433	9.94986	1.12379	11.40882	1.12457	12.19907
1.13463	11.90054	1.13474	10.25663	1.13446	10.38014	1.13446	11.87927	1.13493	12.72734
1.14440	11.99203	1.14448	10.53100	1.14459	10.85396	1.14480	12.43792	1.14508	13.45807
1.15446	12.01115	1.15419	10.90993	1.15470	11.40914	1.15441	13.10722	1.15416	14.20826
1.16451	12.02273	1.16430	11.44525	1.16432	12.09951	1.16461	13.97887	1.16384	15.26912
1.17444	12.13344	1.17430	11.94858	1.17453	12.94973	1.17475	15.01624	1.17400	16.51313
1.18471	12.20851	1.18450	12.52904	1.18476	13.89972	1.18456	16.18554	1.18394	17.92967
1.19532	12.25682	1.19427	13.27260	1.19422	15.10227	1.19412	17.61535	1.19530	19.59389
1.20401	12.34279	1.20499	14.05492	1.20457	16.31013	1.20459	19.17759	1.20394	21.43820
1.21452	12.43643	1.21448	15.04004	1.21460	17.74549	1.21453	20.84286	1.21469	23.58224
1.22448	12.55387	1.22434	16.12141	1.22438	19.34023	1.22349	22.76312	1.22439	25.93624
1.23449	12.68040	1.23451	17.14871	1.23414	21.04420	1.23441	25.12081	1.23467	28.44121
1.24436	12.82563	1.24408	18.34071	1.24470	23.00296	1.24508	27.29337	1.24462	31.45767
1.25410	12.97048	1.25475	19.65744	1.25443	25.08048	1.25443	29.70386	1.25454	34.26625
1.26379	13.15926	1.26461	21.03408	1.26464	27.26377	1.26450	32.19805	1.26459	37.19769
1.27453	13.33911	1.27460	22.51434	1.27431	29.38335	1.27435	34.69274	1.27455	40.19336
1.28442	13.53158	1.28556	24.08894	1.28502	31.56822	1.28444	37.29577	1.28451	43.16564
1.29485	13.73252	1.29431	25.57909	1.29494	33.74085	1.29402	39.76989	1.29409	46.08154
1.30425	13.95636	1.30438	27.07706	1.30423	35.88072	1.30464	42.20678	1.30397	48.85384
1.31473	14.13001	1.31462	28.49899	1.31444	37.92484	1.31454	44.52783	1.31457	51.38847
1.32457	14.34442	1.32379	29.97233	1.32445	39.89822	1.32429	46.74842	1.32462	53.77491
1.33455	14.54515	1.33461	31.33635	1.33423	41.66167	1.33439	48.71884	1.33448	55.73112
1.34413	14.76489	1.34455	32.68347	1.34520	43.37597	1.34435	50.52969	1.34450	57.71967
1.35461	14.97050	1.35434	33.98950	1.35459	44.92781	1.35472	52.13964	1.35415	59.38001
1.36449	15.17816	1.36486	35.15211	1.36459	46.38865	1.36461	53.38929	1.36399	60.85934
1.37464	15.36522	1.37451	36.33540	1.37467	47.71866	1.37440	54.82868	1.37475	62.12767
1.38459	15.58375	1.38463	37.47482	1.38448	48.97524	1.38464	56.09712	1.38453	63.34452
1.39500	15.73321	1.39462	38.56416	1.39443	49.86510	1.39464	57.26020	1.39482	64.43513
1.40462	15.86538	1.40383	39.64116	1.40442	51.12503	1.40518	58.34036	1.40452	65.46291
1.41454	16.02458	1.41468	40.30882	1.41451	52.14855	1.41458	59.36656	1.41388	66.36115
1.42490	16.16148	1.42454	41.24824	1.42450	53.15459	1.42448	60.35259	1.42466	67.16870
1.43486	16.27434	1.43429	42.17125	1.43469	54.03697	1.43454	61.19947	1.43465	67.89737
1.44447	16.45993	1.44429	43.05058	1.44404	54.94672	1.44448	62.05265	1.44456	68.65228
1.45440	16.49713	1.45474	43.95538	1.45466	55.77035	1.45474	62.85618	1.45397	69.34859
1.46446	16.62031	1.46451	44.75389	1.46458	56.63189	1.46467	63.61746	1.46455	70.02426
1.47422	16.65968	1.47454	45.61794	1.47459	57.50904	1.47470	64.44194	1.47449	70.72403
1.48432	16.73801	1.48415	46.52783	1.48446	58.33353	1.48508	65.18159	1.48444	71.42362
1.49466	16.68322	1.49446	47.41793	1.49453	59.14817	1.49460	65.81685	1.49391	72.09492
1.50460	16.67111	1.50458	48.34585	1.50485	60.06445	1.50452	66.57954	1.50454	72.90819
1.51458	16.61616	1.51538	49.12972	1.51482	60.68808	1.51410	67.04348	1.51468	73.47061
1.52446	16.64870	1.52447	49.83167	1.52452	61.21239	1.52434	67.32669	1.52441	73.82995
1.53434	16.56296	1.53452	50.47377	1.53448	61.56444	1.53468	67.41606	1.53498	74.03891
1.54524	16.46992	1.54467	50.97479	1.54444	61.72751	1.54435	67.26127	1.54473	73.94405
1.55520	16.40574	1.55506	51.29003	1.55465	61.61062	1.55461	66.77846	1.55463	73.54274
1.56404	16.34085	1.56458	51.52229	1.56462	61.36777	1.56465	66.18925	1.56495	73.05910
1.57450	16.26832	1.57455	51.55567	1.57401	60.90550	1.57456	65.42680	1.57463	72.41437
1.58451	16.25193	1.58530	51.54168	1.58476	60.34681	1.58405	64.58491	1.58496	71.71174
1.59449	16.29496	1.59410	51.32485	1.59454	59.81496	1.59443	63.82359	1.59474	71.08317
1.60445	16.38286	1.60452	51.07247	1.60464	59.23367	1.60447	63.23220	1.60470	70.77063
1.61460	16.50629	1.61465	50.80203	1.61446	58.86889	1.61477	62.96009	1.61477	70.74280
1.62437	16.68566	1.62362	50.63639	1.62527	58.85768	1.62465	63.18819	1.62447	71.30163
1.63450	16.92726	1.63514	50.57189	1.63440	59.17992	1.63465	63.96639	1.63432	72.43877
1.64510	17.19672	1.64460	50.73926	1.64453	60.02597	1.64471	65.25754	1.64507	74.17897
1.65522	17.47962	1.65441	51.25346	1.65456	61.34996	1.65506	67.17103	1.65468	76.53964
1.66520	17.84422	1.66437	52.11614	1.66446	63.18149	1.66448	69.68192	1.66469	79.57612
1.67452	18.26689	1.67359	53.33042	1.67432	65.53337	1.67451	72.72920	1.67460	83.12443
1.68456	18.72525	1.68474	54.89492	1.68488	68.35244	1.68404	76.27552	1.68459	87.20282
1.69461	19.28836	1.69479	57.01377	1.69428	71.87729	1.69455	80.54856	1.69480	92.12229
1.70452	19.88363	1.70457	59.43156	1.70465	75.77669	1.70454	85.16023	1.70404	97.35284
1.71467	20.45992	1.71471	62.21366	1.71438	80.10852	1.71527	90.23842	1.71475	103.02881
1.72458	21.18658	1.72461	65.39757	1.72473	84.92084	1.72386	95.73442	1.72452	109.17808
1.73470	21.92796	1.73438	68.97207	1.73442	90.14934	1.73454	101.67941	1.73463	115.79986
1.74417	22.65119	1.74461	72.79966	1.74442	95.70908	1.74462	107.86904	1.74463	122.60005
1.75487	23.47951	1.75476	77.10276	1.75477	101.76409	1.75503	114.61384	1.75466	130.00997
1.76471	24.25155	1.76451	81.77144	1.76451	108.31602	1.76392	121.67423	1.76483	137.82993
1.77456	25.04690	1.77456	86.81365	1.77457	115.16163	1.77469	129.09291	1.77440	145.92370
1.78471	25.86560	1.78457	92.26452	1.78489	122.40131	1.78441	136.81302	1.78486	154.43093
1.79443	26.69855	1.79433	98.11374	1.79501	130.09092	1.79460	144.80566	1.79460	163.19261
1.80389	27.49336	1.80487	104.39414	1.80444	138.07654	1.80468	153.11336	1.80458	172.23444
1.81495	28.09333	1.81466	111.07988	1.81435	146.38247	1.81495	161.52069	1.81468	181.45588
1.82417	28.87110	1.82430	118.19757	1.82453	154.98172	1.82447	170.09286	1.82460	190.78584
1.83424	29.38176	1.83459	125.71472	1.83490	163.80744	1.83451	178.73117	1.83479	200.24069
1.84450	29.70447	1.84445	133.55723	1.84379	172.69212	1.84432	187.32067	1.84522	209.58740
1.85449	29.90098	1.85420	141.72069	1.85443	181.67384	1.85536	195.85452	1.85418	218.89054
1.86359	29.85703	1.86459	149.94201	1.86470	190.55708	1.86461	204.15216	1.86469	228.06520
1.87510	29.62827	1.87452	158.69041	1.87459	199.76123	1.87459	212.71010	1.87463	237.37904
1.88470	29.22256	1.88452	167.09076	1.88539	208.32622	1.88467	220.41221	1.88478	246.00954
1.89463	28.85180	1.89462	175.37304	1.89473	216.54692	1.89455	227.75707	1.89454	254.16941
1.90482	28.34059	1.90450	183.68588	1.90477	224.51510	1.90509	234.81224	1.90471	261.99337
1.91570	27.68941	1.91499	191.71827	1.91454	232.20372	1.91454	241.48099	1.91448	269.49407
1.92499	27.13137	1.92469	199.70807	1.92452	239.57212	1.92409	247.78928	1.92422	276.72633
1.93485	26.68281	1.93459	207.12006	1.93473	246.17182	1.93477	253.24976	1.93394	283.48694
1.94450	26.13702	1.94477	214.79345	1.94516	252.91419	1.94454	258.99338	1.94460	289.30563
1.95464	26.06710	1.95478	222.21824	1.95438	259.47764	1.95462	264.35246	1.95482	295.31895
1.96487	25.91746	1.96468	229.53368	1.96458	265.77286	1.96455	269.40968	1.96460	300.27611
1.97462	25.75595	1.97445	236.70200	1.97462	271.92842	1.97464	274.27512	1.97450	306.21127
1.98446	25.73931	1.98418	243.67570	1.98462	276.14364	1.98479	279.71619	1.98458	311.71077
									
									
